Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
14,"J Lee, M Kim, S Kim, J Kim, S Won, H Lee…","KorNAT: LLM alignment benchmark for Korean social Values and common knowledge",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2402.13605","https://scholar.google.com/scholar?cites=8430023932598593376&as_sdt=2005&sciodt=2007&hl=en",63,"2025-03-20 13:23:25","","","","",,,,,14,14.00,2,7,1,"… Although our dataset is currently centered on Korea as of 2023, the dataset creation framework … We believe that an LLM must incorporate both social values and common knowledge in …","https://arxiv.org/pdf/2402.13605","https://scholar.google.com/scholar?q=related:YKeUPhp2_XQJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
44,"Z Jiang, X Ma, W Chen","Longrag: Enhancing retrieval-augmented generation with long-context llms",2024,"arXiv preprint arXiv:2406.15319","arxiv.org","https://arxiv.org/abs/2406.15319","https://scholar.google.com/scholar?cites=6883525750650671953&as_sdt=2005&sciodt=2007&hl=en",64,"2025-03-20 13:23:25","","","","",,,,,44,44.00,15,3,1,"… First, we evaluate it on NQ and HotpotQA, which are Wikipedia-based dataset. The corpus of both datasets are composed of relatively short (averaging less than 1K tokens) but vast …","https://arxiv.org/pdf/2406.15319?","https://scholar.google.com/scholar?q=related:UZPJITMyh18J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
9,"B Zhang, C Li, K Fan","MARIO Eval: Evaluate Your Math LLM with your Math LLM--A mathematical dataset evaluation toolkit",2024,"arXiv preprint arXiv:2404.13925","arxiv.org","https://arxiv.org/abs/2404.13925","https://scholar.google.com/scholar?cites=9388999000256800825&as_sdt=2005&sciodt=2007&hl=en",65,"2025-03-20 13:23:25","","","","",,,,,9,9.00,3,3,1,"… In addition, we downloaded the math problem solving LLM ToRA-70B [4]. We then directly applied it to the GaoKao2023 dataset for inference, denoting this specific test as GK2023-…","https://arxiv.org/pdf/2404.13925","https://scholar.google.com/scholar?q=related:OejNfthsTIIJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
30,"D McDonald, R Papadopoulos, L Benningfield","Reducing llm hallucination using knowledge distillation: A case study with mistral large and mmlu benchmark",2024,"Authorea Preprints","techrxiv.org","https://www.techrxiv.org/doi/full/10.36227/techrxiv.171665607.76504195","https://scholar.google.com/scholar?cites=7973592386796690466&as_sdt=2005&sciodt=2007&hl=en",66,"2025-03-20 13:23:25","","10.36227/techrxiv.171665607.76504195","","",,,,,30,30.00,10,3,1,"… nation in the Mistral Large language model, an open-source LLM known for its … metric that quantifies the prevalence and severity of hallucinations in the model’s outputs. This metric was …","https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.171665607.76504195","https://scholar.google.com/scholar?q=related:IpzGpgfkp24J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
17,"Y Lei, J Li, D Cheng, Z Ding, C Jiang","Cfbenchmark: Chinese financial assistant benchmark for large language model",2023,"arXiv preprint arXiv:2311.05812","arxiv.org","https://arxiv.org/abs/2311.05812","https://scholar.google.com/scholar?cites=16746951174992012205&as_sdt=2005&sciodt=2007&hl=en",67,"2025-03-20 13:23:25","","","","",,,,,17,8.50,3,5,2,"… the sub-tasks to represent the capability of LLM in the corresponding aspect. For generation, we used cosine similarity as the metric. For recognition and classification, we employed the …","https://arxiv.org/pdf/2311.05812","https://scholar.google.com/scholar?q=related:raM1UF0faegJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
19,"J Lu, T Holleis, Y Zhang, B Aumayer, F Nan…","Toolsandbox: A stateful, conversational, interactive evaluation benchmark for llm tool use capabilities",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2408.04682","https://scholar.google.com/scholar?cites=4961943455604267970&as_sdt=2005&sciodt=2007&hl=en",68,"2025-03-20 13:23:25","","","","",,,,,19,19.00,3,6,1,"… Dependency, Canonicalization and Insufficient Information defined in ToolSandbox are challenging even the most capable SOTA LLMs, providing brand-new insights into tool-use LLM …","","https://scholar.google.com/scholar?q=related:wtvdikhd3EQJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
107,"J Zhan, J Dai, J Ye, Y Zhou, D Zhang, Z Liu…","Anygpt: Unified multimodal llm with discrete sequence modeling",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2402.12226","https://scholar.google.com/scholar?cites=18118277986022553031&as_sdt=2005&sciodt=2007&hl=en",69,"2025-03-20 13:23:25","","","","",,,,,107,107.00,15,7,1,"… current large language model (LLM… dataset for multimodal alignment pre-training. Utilizing generative models, we synthesize the first largescale any-to-any multimodal instruction dataset…","https://arxiv.org/pdf/2402.12226","https://scholar.google.com/scholar?q=related:x3WnYtUNcfsJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
6,"MKB Doumbouya, A Nandi, G Poesia…","h4rm3l: A dynamic benchmark of composable jailbreak attacks for llm safety assessment",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2408.04811","https://scholar.google.com/scholar?cites=13329089831310216382&as_sdt=2005&sciodt=2007&hl=en",70,"2025-03-20 13:23:25","","","","",,,,,6,6.00,2,4,1,"… LLM, and (3) open-source automated red-teaming software employing the previous two components. We use h4rm3l to generate a dataset … to understanding LLM safety limitations, and …","https://arxiv.org/pdf/2408.04811","https://scholar.google.com/scholar?q=related:vkyEvpRw-rgJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
5,"R Qiu, WW Zeng, J Ezick, C Lott, H Tong","How efficient is LLM-generated code? A rigorous &high-standard benchmark",2024,"arXiv preprint arXiv:2406.06647","arxiv.org","https://arxiv.org/abs/2406.06647","https://scholar.google.com/scholar?cites=6956319356228318216&as_sdt=2005&sciodt=2007&hl=en",71,"2025-03-20 13:23:25","","","","",,,,,5,5.00,1,5,1,"… of an LLM in generating efficient code wrt the sample size k, we aim to generalize the pass@k metric … Let zi denote the prompt of problem i; let ci,j ∼ LLM(zi) denote the generated code …","https://arxiv.org/pdf/2406.06647","https://scholar.google.com/scholar?q=related:CLQpLJnPiWAJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
18,"Y Sun, J He, S Lei, L Cui, CT Lu","Med-mmhl: A multi-modal dataset for detecting human-and llm-generated misinformation in the medical domain",2023,"arXiv preprint arXiv:2306.08871","arxiv.org","https://arxiv.org/abs/2306.08871","https://scholar.google.com/scholar?cites=14339204088763804283&as_sdt=2005&sciodt=2007&hl=en",72,"2025-03-20 13:23:25","","","","",,,,,18,9.00,4,5,2,"… the first to incorporate LLM-generated misinformation in … LLM-generated fake news by ChatGPT. By incorporating both human- and LLM-generated misinformation sources, our dataset …","https://arxiv.org/pdf/2306.08871","https://scholar.google.com/scholar?q=related:e2qYeCUW_8YJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
11,"L Gioacchini, G Siracusano, D Sanvito…","Agentquest: A modular benchmark framework to measure progress and improve llm agents",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2404.06411","https://scholar.google.com/scholar?cites=7854520504384434238&as_sdt=2005&sciodt=2007&hl=en",73,"2025-03-20 13:23:25","","","","",,,,,11,11.00,3,4,1,"… Metric function template. We use a Python function template to easily define the elements of the agent-environment interactions required for computing a given metric. Table 1 provides …","https://arxiv.org/pdf/2404.06411?","https://scholar.google.com/scholar?q=related:PjDboMjcAG0J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
20,"AL Bornea, F Ayed, A De Domenico…","Telco-RAG: Navigating the challenges of retrieval-augmented language models for telecommunications",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2404.15939","https://scholar.google.com/scholar?cites=14101305312117241567&as_sdt=2005&sciodt=2007&hl=en",74,"2025-03-20 13:23:25","","","","",,,,,20,20.00,5,4,1,"… To train the NN router, we created a synthetic dataset comprising … the dataset on which we test Telco-RAG pipeline [16]. … Our results show that the NNenhanced RAG model leads in …","https://arxiv.org/pdf/2404.15939","https://scholar.google.com/scholar?q=related:37YTLnjmscMJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
1,"Y Huang, S Wu, C Gao, D Chen, Q Zhang…","Datagen: Unified synthetic dataset generation via large language models",2024,"The Thirteenth …","openreview.net","https://openreview.net/forum?id=F5R0lG74Tu","https://scholar.google.com/scholar?cites=711809085430013125&as_sdt=2005&sciodt=2007&hl=en",75,"2025-03-20 13:23:25","","","","",,,,,1,1.00,0,6,1,"… To address these challenges, this paper puts forward DATAGEN (as shown in Figure 1), a unified and LLM-powered framework designed to generate a dataset. DATAGEN ensures the …","https://openreview.net/pdf?id=F5R0lG74Tu","https://scholar.google.com/scholar?q=related:xZzzhJfa4AkJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
13,"MJ Luo, J Pang, S Bi, Y Lai, J Zhao, Y Shang…","Development and evaluation of a retrieval-augmented large language model framework for ophthalmology",2024,"JAMA …","jamanetwork.com","https://jamanetwork.com/journals/jamaophthalmology/article-abstract/2820953","https://scholar.google.com/scholar?cites=7364848103775377313&as_sdt=2005&sciodt=2007&hl=en",76,"2025-03-20 13:23:25","","","","",,,,,13,13.00,2,7,1,"… LLM framework, was developed by enhancing a baseline LLM with a comprehensive ophthalmic dataset … This LLM was benchmarked against 10 representative LLMs, including GPT-4 …","https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2820953","https://scholar.google.com/scholar?q=related:oZc9alQyNWYJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
3,"QJ Hu, J Bieker, X Li, N Jiang, B Keigwin…","Mars: A benchmark for multi-llm algorithmic routing system",2024,"ICLR 2024 Workshop …","openreview.net","https://openreview.net/forum?id=C0rs3wM0N8","https://scholar.google.com/scholar?cites=6129204253879875283&as_sdt=2005&sciodt=2007&hl=en",77,"2025-03-20 13:23:25","","","","",,,,,3,3.00,1,6,1,"… This limitation has led to the development of LLM routing … evaluating the performance of LLM routers hinders progress in … of LLM routing systems, along with a comprehensive dataset …","https://openreview.net/pdf?id=C0rs3wM0N8","https://scholar.google.com/scholar?q=related:07ZShMtOD1UJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
13,"JY Lee, S Kang, J Yoon, S Yoo","The github recent bugs dataset for evaluating llm-based debugging applications",2024,"2024 IEEE Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10638568/","https://scholar.google.com/scholar?cites=14508889607743400841&as_sdt=2005&sciodt=2007&hl=en",78,"2025-03-20 13:23:25","","","","",,,,,13,13.00,3,4,1,"… to LLM generalization or memorization. To remedy this issue and facilitate continued research on LLM… -world Java bugs for use in evaluation of LLM-based techniques. To date, we have …","https://arxiv.org/pdf/2310.13229","https://scholar.google.com/scholar?q=related:ievmEjruWckJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
4,"C Xiao, GT Hudson, NA Moubayed","Rar-b: Reasoning as retrieval benchmark",2024,"arXiv preprint arXiv:2404.06347","arxiv.org","https://arxiv.org/abs/2404.06347","https://scholar.google.com/scholar?cites=14664518069494702433&as_sdt=2005&sciodt=2007&hl=en",79,"2025-03-20 13:23:25","","","","",,,,,4,4.00,1,3,1,"… with a full RAG pipeline (retriever+LLM), we instead focus on … -choice retrieval and fulldataset retrieval settings. We first … Dataset and Processing The datasets we consider can all be …","https://arxiv.org/pdf/2404.06347","https://scholar.google.com/scholar?q=related:YWGH_nzVgssJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
27,"D Banerjee, P Singh, A Avadhanam…","Benchmarking LLM powered chatbots: methods and metrics",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2308.04624","https://scholar.google.com/scholar?cites=7686000584774955805&as_sdt=2005&sciodt=2007&hl=en",80,"2025-03-20 13:23:25","","","","",,,,,27,13.50,7,4,2,"… We can also use the metric (1-precision) to get an estimate of the hallucination the chatbot has. The chart below provides the ROUGE-1 scores when we tested our chatbot answers …","https://arxiv.org/pdf/2308.04624","https://scholar.google.com/scholar?q=related:HbP0Rs8oqmoJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
19,"I Radeva, I Popchev, L Doukovska, M Dimitrova","Web application for retrieval-augmented generation: Implementation and testing",2024,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/13/7/1361","https://scholar.google.com/scholar?cites=16982296484774859820&as_sdt=2005&sciodt=2007&hl=en",81,"2025-03-20 13:23:25","","","","",,,,,19,19.00,5,4,1,"… the consistent application of the same LLM model during the RAG process. Within this automated framework, each question from the dataset is processed by the LLM to produce a corre…","https://www.mdpi.com/2079-9292/13/7/1361/pdf","https://scholar.google.com/scholar?q=related:LNReRa08resJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
11,"D Ru, L Qiu, X Hu, T Zhang, P Shi…","Ragchecker: A fine-grained framework for diagnosing retrieval-augmented generation",2024,"Advances in …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2024/hash/27245589131d17368cccdfa990cbf16e-Abstract-Datasets_and_Benchmarks_Track.html","https://scholar.google.com/scholar?cites=8922889958797290394&as_sdt=2005&sciodt=2007&hl=en",82,"2025-03-20 13:23:25","","","","",,,,,11,11.00,2,6,1,"… metric should reflect the relative human preference over different RAG systems. In this spirit, we construct the meta evaluation dataset … on the meta evaluation dataset, we perform the …","https://proceedings.neurips.cc/paper_files/paper/2024/file/27245589131d17368cccdfa990cbf16e-Paper-Datasets_and_Benchmarks_Track.pdf","https://scholar.google.com/scholar?q=related:misDXCR51HsJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
39,"H Lee, S Hong, J Park, T Kim, G Kim, JW Ha","Kosbi: A dataset for mitigating social bias risks towards safer large language model application",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2305.17701","https://scholar.google.com/scholar?cites=16466524400652347485&as_sdt=2005&sciodt=2007&hl=en",83,"2025-03-20 13:23:25","","","","",,,,,39,19.50,7,6,2,"… This calls for a dataset to address social biases against a more comprehensive set of demo… Here we present the Korean Social Bias (KOSBI) dataset, a large-scale dataset of 34k pairs …","https://arxiv.org/pdf/2305.17701","https://scholar.google.com/scholar?q=related:XWgv8rLYhOQJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
50,"X Wang, Z Wang, X Gao, F Zhang, Y Wu…","Searching for best practices in retrieval-augmented generation",2024,"Proceedings of the …","aclanthology.org","https://aclanthology.org/2024.emnlp-main.981/","https://scholar.google.com/scholar?cites=2492466359219839135&as_sdt=2005&sciodt=2007&hl=en",84,"2025-03-20 13:23:25","","","","",,,,,50,50.00,8,6,1,"… We created a dataset consisting of 111K samples covering 15 different types of tasks, with 64K samples labeled as ""retrieval required"" and 47K samples as ""no retrieval required"". A …","https://aclanthology.org/2024.emnlp-main.981.pdf","https://scholar.google.com/scholar?q=related:n-Dos_IElyIJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
120,"S Jeong, J Baek, S Cho, SJ Hwang, JC Park","Adaptive-rag: Learning to adapt retrieval-augmented large language models through question complexity",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2403.14403","https://scholar.google.com/scholar?cites=8741707580233351660&as_sdt=2005&sciodt=2007&hl=en",85,"2025-03-20 13:23:25","","","","",,,,,120,120.00,24,5,1,"… scenarios where LLM may struggle with queries that are not answerable by LLM itself, we … it is answerable by only using the LLM’s parametric knowledge about ‘Google’. By contrast, …","https://arxiv.org/pdf/2403.14403","https://scholar.google.com/scholar?q=related:7AEmirrIUHkJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
15,"TT Procko, O Ochoa","Graph retrieval-augmented generation for large language models: A survey",2024,"2024 Conference on AI, Science …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10771030/","https://scholar.google.com/scholar?cites=5850893199326798441&as_sdt=2005&sciodt=2007&hl=en",86,"2025-03-20 13:23:25","","","","",,,,,15,15.00,8,2,1,"… vary, but typically involve an open QA dataset and some typical metric, eg, accuracy and 𝐹1. … for incorporating RAG into LLM workflows is to increase LLM accuracy while reducing LLM …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4895062","https://scholar.google.com/scholar?q=related:aWKfjF2MMlEJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
0,"K Jassem, M Ciesiółka, F Graliński, P Jabłoński…","LLMzSz {\L}: a comprehensive LLM benchmark for Polish",2025,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2501.02266","",87,"2025-03-20 13:23:25","","","","",,,,,0,0.00,0,5,1,"… the dataset. The credibility of the Polish Central Examination Board minimizes the risk of introducing questions of low merit or incorrect answers into the benchmark. Second, our dataset …","https://arxiv.org/pdf/2501.02266","https://scholar.google.com/scholar?q=related:MK5VxeQluDEJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
13,"M Du, AT Luu, B Ji, SK Ng","Mercury: An efficiency benchmark for LLM code synthesis",2024,"arXiv e-prints","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2024arXiv240207844D/abstract","https://scholar.google.com/scholar?cites=5250047254280024973&as_sdt=2005&sciodt=2007&hl=en",88,"2025-03-20 13:23:25","","","","",,,,,13,13.00,3,4,1,"… for assessing the code efficiency of LLM code synthesis tasks. Mercury … Unlike existing benchmarks, Mercury integrates a novel metric … a new frontier for LLM research and development. …","","https://scholar.google.com/scholar?q=related:jTNgbSnq20gJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
2,"J Haimes, C Wenner, K Thaman, V Tashev…","Benchmark inflation: Revealing llm performance gaps using retro-holdouts",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2410.09247","https://scholar.google.com/scholar?cites=3469194905074290646&as_sdt=2005&sciodt=2007&hl=en",89,"2025-03-20 13:23:25","","","","",,,,,2,2.00,0,5,1,"… dataset for a target dataset, (ii) demonstrating the statistical indistinguishability of this retroholdout dataset, … quantify the performance gap due to the dataset’s public availability. Applying …","https://arxiv.org/pdf/2410.09247","https://scholar.google.com/scholar?q=related:1k-MtWIOJTAJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
102,"J Saad-Falcon, O Khattab, C Potts…","Ares: An automated evaluation framework for retrieval-augmented generation systems",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2311.09476","https://scholar.google.com/scholar?cites=8307738739142450350&as_sdt=2005&sciodt=2007&hl=en",90,"2025-03-20 13:23:25","","","","",,,,,102,51.00,26,4,2,"… dataset, we create nine different dataset splits, ranging from 70% success rate to 90% success rate for each of the evaluated RAG criteria; each dataset is … of each dataset split, we know …","https://arxiv.org/pdf/2311.09476","https://scholar.google.com/scholar?q=related:rlxW8V0ES3MJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
31,"J Jin, Y Zhu, X Yang, C Zhang, Z Dou","Flashrag: A modular toolkit for efficient retrieval-augmented generation research",2024,"arXiv preprint arXiv:2405.13576","arxiv.org","https://arxiv.org/abs/2405.13576","https://scholar.google.com/scholar?cites=1938577178366857623&as_sdt=2005&sciodt=2007&hl=en",91,"2025-03-20 13:23:25","","","","",,,,,31,31.00,6,5,1,"… offer a variety of dataset filtering tools for user to filter the entire dataset. For … dataset, either randomly or sequentially for evaluation, or select a subset of the dataset through the dataset’s …","https://arxiv.org/pdf/2405.13576","https://scholar.google.com/scholar?q=related:l1E8Nqw15xoJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
15,"S Raza, S Ghuge, C Ding, E Dolatabadi, D Pandya","FAIR Enough: Develop and Assess a FAIR-Compliant Dataset for Large Language Model Training?",2024,"Data Intelligence","direct.mit.edu","https://direct.mit.edu/dint/article/6/2/559/123375","https://scholar.google.com/scholar?cites=8033053262716614330&as_sdt=2005&sciodt=2007&hl=en",92,"2025-03-20 13:23:25","HTML","","","",,,,,15,15.00,3,5,1,"… data principles in the context of preparing this dataset for LLM training, it is crucial to … for LLM training. We have placed a strong emphasis on rigorously aligning the LLM training dataset …","https://direct.mit.edu/dint/article/6/2/559/123375","https://scholar.google.com/scholar?q=related:ujYEqmEje28J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
20,"Y Wang, Y Chen, Z Li, Z Tang, R Guo, X Wang…","Towards efficient and reliable llm serving: A real-world workload study",2024,"arXiv e …","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2024arXiv240117644W/abstract","https://scholar.google.com/scholar?cites=6378342722212225482&as_sdt=2005&sciodt=2007&hl=en",93,"2025-03-20 13:23:25","","","","",,,,,20,20.00,3,7,1,"… In this work, we find that the absence of reliable workload data for evaluating LLM serving … -world trace dataset of LLM serving workloads, detailing user, system, and LLM behaviors. We …","","https://scholar.google.com/scholar?q=related:ymEodelshFgJ:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
69,"X Wang, Y Zhou, X Liu, H Lu, Y Xu, F He…","Mementos: A comprehensive benchmark for multimodal large language model reasoning over image sequences",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2401.10529","https://scholar.google.com/scholar?cites=14944536162897535342&as_sdt=2005&sciodt=2007&hl=en",94,"2025-03-20 13:23:25","","","","",,,,,69,69.00,10,7,1,"… View a PDF of the paper titled Mementos: A Comprehensive Benchmark for Multimodal Large Language Model Reasoning over Image … Our dataset is available at this https URL. …","","https://scholar.google.com/scholar?q=related:bqF86nWoZc8J:scholar.google.com/&scioq=%22retrieval+augmented+generation%22%7C%22rag*%22%7C%22llm%22%7C%22large+language+model%22+%22benchmark*%22%7C%22eval*%22%7Cdataset%7Cmetric&hl=en&as_sdt=2007&as_ylo=2022"
